,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
186,"['Cristina: Hey', 'Cristina: Do you think we can meet up next week to discuss the shoot?', 'Gaya: Yes, I just need to double check my schedule', 'Gaya: If you like we can meet at my studio?', ""Gaya: It's easier"", 'Cristina: Ok', ""Cristina: I'm more free on Wednesday and Friday"", 'Gaya: Ok ;)']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
187,"['Cristina: Hey', 'Cristina: Do you think we can meet up next week to discuss the shoot?', 'Gaya: Yes, I just need to double check my schedule', 'Gaya: If you like we can meet at my studio?', ""Gaya: It's easier"", 'Cristina: Ok', ""Cristina: I'm more free on Wednesday and Friday"", 'Gaya: Ok ;)']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
188,"['Cristina: Hey', 'Cristina: Do you think we can meet up next week to discuss the shoot?', 'Gaya: Yes, I just need to double check my schedule', 'Gaya: If you like we can meet at my studio?', ""Gaya: It's easier"", 'Cristina: Ok', ""Cristina: I'm more free on Wednesday and Friday"", 'Gaya: Ok ;)']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
189,"['Cristina: Hey', 'Cristina: Do you think we can meet up next week to discuss the shoot?', 'Gaya: Yes, I just need to double check my schedule', 'Gaya: If you like we can meet at my studio?', ""Gaya: It's easier"", 'Cristina: Ok', ""Cristina: I'm more free on Wednesday and Friday"", 'Gaya: Ok ;)']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
190,"[""Ronald: How's your weekend?"", 'Julia: Fine I guess...', ""Ronald: Doesn't sound like you're enjoying it"", 'Julia: Ehh. My parents are having a fight over where should we eat', ""Julia: And honestly I don't event want to eat with them anymore"", ""Ronald: I'm sorry"", 'Julia: Yup. Me too.', 'Ronald: Call me when you get back.', ""Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows"", 'Julia: Hahaha. I can see the giraffe from Skittles comercial :D', 'Ronald: Sth like that']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Julia will call Ronald when she gets back. He has something to tell her.
191,"[""Ronald: How's your weekend?"", 'Julia: Fine I guess...', ""Ronald: Doesn't sound like you're enjoying it"", 'Julia: Ehh. My parents are having a fight over where should we eat', ""Julia: And honestly I don't event want to eat with them anymore"", ""Ronald: I'm sorry"", 'Julia: Yup. Me too.', 'Ronald: Call me when you get back.', ""Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows"", 'Julia: Hahaha. I can see the giraffe from Skittles comercial :D', 'Ronald: Sth like that']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Julia will call Ronald when she gets back. He has something to tell her.
192,"[""Ronald: How's your weekend?"", 'Julia: Fine I guess...', ""Ronald: Doesn't sound like you're enjoying it"", 'Julia: Ehh. My parents are having a fight over where should we eat', ""Julia: And honestly I don't event want to eat with them anymore"", ""Ronald: I'm sorry"", 'Julia: Yup. Me too.', 'Ronald: Call me when you get back.', ""Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows"", 'Julia: Hahaha. I can see the giraffe from Skittles comercial :D', 'Ronald: Sth like that']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Julia will call Ronald when she gets back. He has something to tell her.
193,"[""Ronald: How's your weekend?"", 'Julia: Fine I guess...', ""Ronald: Doesn't sound like you're enjoying it"", 'Julia: Ehh. My parents are having a fight over where should we eat', ""Julia: And honestly I don't event want to eat with them anymore"", ""Ronald: I'm sorry"", 'Julia: Yup. Me too.', 'Ronald: Call me when you get back.', ""Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows"", 'Julia: Hahaha. I can see the giraffe from Skittles comercial :D', 'Ronald: Sth like that']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Julia will call Ronald when she gets back. He has something to tell her.
194,"[""Ronald: How's your weekend?"", 'Julia: Fine I guess...', ""Ronald: Doesn't sound like you're enjoying it"", 'Julia: Ehh. My parents are having a fight over where should we eat', ""Julia: And honestly I don't event want to eat with them anymore"", ""Ronald: I'm sorry"", 'Julia: Yup. Me too.', 'Ronald: Call me when you get back.', ""Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows"", 'Julia: Hahaha. I can see the giraffe from Skittles comercial :D', 'Ronald: Sth like that']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Julia will call Ronald when she gets back. He has something to tell her.
195,"['Mike: Can anybody do the washing up?', 'Mike: I did it last time', 'Mike: So now its your turn', ""Sara: I'll do it"", 'Mike: Ok', 'Sara: But when I get back', 'Sara: From the cinema', ""Sam: You're going to the cinema?? With whom??"", 'Sara: With Jack', 'Sam: Ahhhh', ""Sam: I thought that maybe I'll join you"", 'Sara: Not this time ;-)))', 'Sam: <file_gif>', 'Sara: xDD']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
196,"['Mike: Can anybody do the washing up?', 'Mike: I did it last time', 'Mike: So now its your turn', ""Sara: I'll do it"", 'Mike: Ok', 'Sara: But when I get back', 'Sara: From the cinema', ""Sam: You're going to the cinema?? With whom??"", 'Sara: With Jack', 'Sam: Ahhhh', ""Sam: I thought that maybe I'll join you"", 'Sara: Not this time ;-)))', 'Sam: <file_gif>', 'Sara: xDD']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
197,"['Mike: Can anybody do the washing up?', 'Mike: I did it last time', 'Mike: So now its your turn', ""Sara: I'll do it"", 'Mike: Ok', 'Sara: But when I get back', 'Sara: From the cinema', ""Sam: You're going to the cinema?? With whom??"", 'Sara: With Jack', 'Sam: Ahhhh', ""Sam: I thought that maybe I'll join you"", 'Sara: Not this time ;-)))', 'Sam: <file_gif>', 'Sara: xDD']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
198,"['Mike: Can anybody do the washing up?', 'Mike: I did it last time', 'Mike: So now its your turn', ""Sara: I'll do it"", 'Mike: Ok', 'Sara: But when I get back', 'Sara: From the cinema', ""Sam: You're going to the cinema?? With whom??"", 'Sara: With Jack', 'Sam: Ahhhh', ""Sam: I thought that maybe I'll join you"", 'Sara: Not this time ;-)))', 'Sam: <file_gif>', 'Sara: xDD']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
199,"['Mike: Can anybody do the washing up?', 'Mike: I did it last time', 'Mike: So now its your turn', ""Sara: I'll do it"", 'Mike: Ok', 'Sara: But when I get back', 'Sara: From the cinema', ""Sam: You're going to the cinema?? With whom??"", 'Sara: With Jack', 'Sam: Ahhhh', ""Sam: I thought that maybe I'll join you"", 'Sara: Not this time ;-)))', 'Sam: <file_gif>', 'Sara: xDD']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
200,"['Inga: Hello Ditty! So you are back. Saw the lights last night.', 'Ditty: Hello Ditty, yes, I came back last night. How are you?', ""Inga: Didn't want to wake you up this morning. But I've got some mail for you."", 'Inga: Thanks. We are fine. Just surviving this terrible winter. And you?', 'Ditty: What mail? Andy was emptying my letter box.', 'Ditty: Thanks for not waking me up! Still jet-lagged.', 'Inga: I collected a parcel for you. Just before Xmas.', 'Ditty: Santa had found me!', 'Ditty: When are you back from work today?', 'Ditty: Or is Hans at home in the afternoon?', 'Ditty: Stupid me. It can wait.', 'Inga: Am back around 6 pm. As usual.', 'Inga: Hans is away.', ""Ditty: OK I'll be home. Just knock and I come over to collect it."", 'Inga: Fine.', 'Ditty: Thank you, Inga!']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Ditty came back last night. Inga has a parcel for Ditty. Inga will be back from work today at 6 p.m. and Ditty will come to collect the parcel. 
201,"['Inga: Hello Ditty! So you are back. Saw the lights last night.', 'Ditty: Hello Ditty, yes, I came back last night. How are you?', ""Inga: Didn't want to wake you up this morning. But I've got some mail for you."", 'Inga: Thanks. We are fine. Just surviving this terrible winter. And you?', 'Ditty: What mail? Andy was emptying my letter box.', 'Ditty: Thanks for not waking me up! Still jet-lagged.', 'Inga: I collected a parcel for you. Just before Xmas.', 'Ditty: Santa had found me!', 'Ditty: When are you back from work today?', 'Ditty: Or is Hans at home in the afternoon?', 'Ditty: Stupid me. It can wait.', 'Inga: Am back around 6 pm. As usual.', 'Inga: Hans is away.', ""Ditty: OK I'll be home. Just knock and I come over to collect it."", 'Inga: Fine.', 'Ditty: Thank you, Inga!']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Ditty came back last night. Inga has a parcel for Ditty. Inga will be back from work today at 6 p.m. and Ditty will come to collect the parcel. 
202,"['Inga: Hello Ditty! So you are back. Saw the lights last night.', 'Ditty: Hello Ditty, yes, I came back last night. How are you?', ""Inga: Didn't want to wake you up this morning. But I've got some mail for you."", 'Inga: Thanks. We are fine. Just surviving this terrible winter. And you?', 'Ditty: What mail? Andy was emptying my letter box.', 'Ditty: Thanks for not waking me up! Still jet-lagged.', 'Inga: I collected a parcel for you. Just before Xmas.', 'Ditty: Santa had found me!', 'Ditty: When are you back from work today?', 'Ditty: Or is Hans at home in the afternoon?', 'Ditty: Stupid me. It can wait.', 'Inga: Am back around 6 pm. As usual.', 'Inga: Hans is away.', ""Ditty: OK I'll be home. Just knock and I come over to collect it."", 'Inga: Fine.', 'Ditty: Thank you, Inga!']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Ditty came back last night. Inga has a parcel for Ditty. Inga will be back from work today at 6 p.m. and Ditty will come to collect the parcel. 
203,"['Inga: Hello Ditty! So you are back. Saw the lights last night.', 'Ditty: Hello Ditty, yes, I came back last night. How are you?', ""Inga: Didn't want to wake you up this morning. But I've got some mail for you."", 'Inga: Thanks. We are fine. Just surviving this terrible winter. And you?', 'Ditty: What mail? Andy was emptying my letter box.', 'Ditty: Thanks for not waking me up! Still jet-lagged.', 'Inga: I collected a parcel for you. Just before Xmas.', 'Ditty: Santa had found me!', 'Ditty: When are you back from work today?', 'Ditty: Or is Hans at home in the afternoon?', 'Ditty: Stupid me. It can wait.', 'Inga: Am back around 6 pm. As usual.', 'Inga: Hans is away.', ""Ditty: OK I'll be home. Just knock and I come over to collect it."", 'Inga: Fine.', 'Ditty: Thank you, Inga!']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Ditty came back last night. Inga has a parcel for Ditty. Inga will be back from work today at 6 p.m. and Ditty will come to collect the parcel. 
